CLEANED NAME,GAME RESULT,POINT DIFFERENCE,PACE,HOME TEAM OFFENSIVE RATING,HOME TEAM DEFENSIVE RATING,HOME TEAM 2PT%,HOME TEAM 3PT%,HOME TEAM FT%,HOME TEAM REBOUNDS,HOME TEAM ASSISTS,HOME TEAM STEALS,HOME TEAM BLOCKS,HOME TEAM TURNOVERS,HOME TEAM AVERAGE PLUS/MINUS,HOME TEAM DOUBLE DOUBLES,HOME TEAM TOP 50 CONTRACT PLAYERS,AWAY TEAM OFFENSIVE RATING,AWAY TEAM DEFENSIVE RATING,AWAY TEAM 2PT%,AWAY TEAM 3PT%,AWAY TEAM FT%,AWAY TEAM REBOUNDS,AWAY TEAM ASSISTS,AWAY TEAM STEALS,AWAY TEAM BLOCKS,AWAY TEAM TURNOVERS,AWAY TEAM AVERAGE PLUS/MINUS,AWAY TEAM DOUBLE DOUBLES,AWAY TEAM TOP 50 CONTRACT PLAYERS
20191022-H-LAC-A-LAL,1,10,95.3,117.5,108,0.62,0.35483871,0.708333333,45,24,8,5,14,5.555555556,0,1,107,118.7,0.461538462,0.393939394,0.714285714,41,20,4,7,14,-5,1,2
20191022-H-TOR-A-NOP,1,8,102.2,115.2,107.5,0.444444444,0.35,0.842105263,57,23,7,3,16,5,1,5,108.1,114.8333333,0.421052632,0.422222222,0.85,53,30,4,9,19,-3.333333333,1,2
20191023-H-BRK-A-MIN,0,1,105.2,108.5,110.4,0.492537313,0.441176471,0.576923077,48,19,8,9,16,-0.5,1,1,109.3,108.3,0.507692308,0.302325581,0.785714286,52,23,9,4,13,0.5,1,2
20191023-H-CHO-A-CHI,1,1,101.6,124,123.5555556,0.5,0.522727273,0.8125,41,28,3,4,19,0.555555556,1,1,123,124.2,0.533333333,0.3,0.818181818,49,25,11,4,10,-0.5,1,0
20191023-H-DAL-A-WAS,1,8,103.7,104.2,97.1,0.6,0.305555556,0.818181818,46,17,6,5,19,4,0,1,96.4,105.5,0.5,0.268292683,0.833333333,47,26,6,3,17,-3.333333333,2,1
20191023-H-IND-A-DET,0,9,100.2,109.8,118.7272727,0.485294118,0.380952381,0.833333333,36,26,8,6,15,-4.090909091,2,1,118.8,111.3636364,0.555555556,0.458333333,0.787878788,45,26,5,6,18,4.090909091,1,1
20191023-H-MIA-A-MEM,1,19,112,107.2,89.5,0.492537313,0.388888889,0.846153846,51,18,9,8,21,7.916666667,1,1,90.2,104.8333333,0.578947368,0.15625,0.666666667,40,22,9,7,24,-7.916666667,0,0
20191023-H-ORL-A-CLE,1,9,98.7,95.2,86,0.5,0.3,0.578947368,46,24,12,4,13,4.5,1,1,86.1,94.88888889,0.444444444,0.264705882,0.666666667,54,20,8,2,16,-5,2,1
20191023-H-PHI-A-BOS,1,14,101.8,105.2,92.58333333,0.535714286,0.24137931,0.722222222,62,24,6,7,15,5.833333333,2,4,91.4,106.0833333,0.40625,0.269230769,0.588235294,41,18,4,2,10,-5.833333333,1,4
20191023-H-PHO-A-SAC,1,29,108.7,114.1,90.30769231,0.584615385,0.333333333,0.833333333,44,31,13,9,14,11.15384615,3,1,87.4,112.1538462,0.413793103,0.344827586,0.653846154,47,17,5,5,26,-11.15384615,1,3
20191023-H-POR-A-DEN,0,8,99.9,100.1,107.6,0.491525424,0.25,0.913043478,48,13,9,4,20,-4,1,3,108.1,100.4,0.326530612,0.5625,0.814814815,45,24,11,4,19,4,1,3
20191023-H-SAS-A-NYK,1,9,108.9,110.2,101.7,0.564516129,0.333333333,0.805555556,51,22,6,5,21,4.5,0,2,101.9,109.9090909,0.53125,0.333333333,0.722222222,39,24,16,1,14,-4.090909091,1,1
20191023-H-UTA-A-OKC,1,5,98.8,101.2,95.4,0.515151515,0.25,0.7,49,15,4,5,11,2.5,1,3,96.2,99.6,0.392857143,0.37037037,0.677419355,48,15,5,4,13,-2.5,0,3
20191024-H-DET-A-ATL,0,17,96.8,103.3,121.7,0.520833333,0.27027027,0.909090909,39,20,6,5,13,-8.5,1,1,120.9,105,0.6,0.35483871,0.857142857,42,27,9,2,13,7.727272727,1,1
20191024-H-GSW-A-LAC,0,19,105.5,115.7,133.5833333,0.421052632,0.357142857,0.966666667,42,27,7,0,13,-7.916666667,0,3,133.7,115.0769231,0.666666667,0.5625,0.766666667,39,33,7,5,17,7.307692308,1,1
20191024-H-HOU-A-MIL,0,6,109.8,101.1,107.3,0.404761905,0.333333333,0.743589744,57,25,6,6,14,-3,3,2,106.5,101.5454545,0.566037736,0.347826087,0.5,53,31,7,10,11,2.727272727,2,2
20191025-H-BOS-A-TOR,1,6,101.2,110.7,104.0909091,0.408450704,0.342105263,0.9375,56,21,10,8,9,2.727272727,0,4,104.7,109.8888889,0.452380952,0.5,0.823529412,46,22,2,6,23,-3.333333333,0,5
20191025-H-BRK-A-NYK,1,4,107.3,105.3,101,0.512195122,0.432432432,0.676470588,46,21,11,2,26,2,0,1,101.6,104.1818182,0.375,0.68,0.571428571,39,17,14,4,26,-1.818181818,1,1
20191025-H-CHO-A-MIN,0,22,103.9,95.3,116.7692308,0.454545455,0.413793103,0.5,42,26,6,5,19,-8.461538462,2,0,116.4,95.07692308,0.58490566,0.315789474,0.741935484,52,30,11,6,15,8.461538462,1,2
20191025-H-DEN-A-PHO,1,1,97.4,100.4,100.4,0.446153846,0.259259259,0.805555556,45,21,7,12,14,0.5,1,3,99.5,101.1,0.448275862,0.285714286,0.96875,54,25,5,1,17,-0.5,1,1
20191025-H-LAL-A-UTA,1,9,96.7,98.3,92.07692308,0.433333333,0.307692308,0.791666667,42,19,14,9,14,3.461538462,1,2,88.9,97.92307692,0.466666667,0.32,0.952380952,40,19,8,2,22,-3.461538462,0,3
20191025-H-MEM-A-CHI,0,8,104,98,105.9,0.446153846,0.344827586,0.7,56,24,8,6,18,-4,2,0,105.7,99.18181818,0.549019608,0.285714286,0.75,45,18,14,7,13,3.636363636,0,0
20191025-H-NOP-A-DAL,0,7,102.8,112.8,121,0.526315789,0.365853659,0.733333333,48,30,6,3,14,-3.181818182,0,2,119.6,114.7,0.58490566,0.35,0.730769231,49,23,8,7,11,3.5,1,1
20191025-H-OKC-A-WAS,0,12,103.9,81.8,94.66666667,0.466666667,0.217391304,0.636363636,49,14,7,6,18,-5,0,3,93.4,82.6,0.5,0.268292683,0.8,47,21,9,6,15,6,1,1
20191025-H-SAC-A-POR,0,10,102.1,109.7,112.6153846,0.44,0.405405405,0.851851852,43,17,10,2,17,-3.846153846,0,3,119.5,111.75,0.636363636,0.366666667,0.863636364,40,23,8,5,16,4.166666667,0,3
20191026-H-ATL-A-ORL,1,4,98.8,104.2,101.0833333,0.62962963,0.3,0.533333333,52,22,5,9,18,1.666666667,0,1,100.2,104.1,0.441176471,0.161290323,0.923076923,46,15,8,7,10,-2,1,1
20191026-H-CHI-A-TOR,0,24,104,80.8,104.9230769,0.322580645,0.257142857,0.68,45,18,9,2,15,-9.230769231,1,0,103.9,78.84615385,0.575,0.357142857,0.944444444,59,27,9,12,22,9.230769231,0,5
20191026-H-CLE-A-IND,1,11,99.2,110.9,94.41666667,0.591836735,0.35483871,0.655172414,44,23,9,7,18,4.583333333,2,1,99.8,110.8,0.491525424,0.357142857,0.846153846,36,23,7,3,17,-5.5,2,1
20191026-H-DET-A-PHI,0,6,110.7,100.3,105.7,0.578947368,0.421052632,0.583333333,35,20,11,7,23,-3,1,1,105.7,101.8181818,0.547169811,0.382352941,0.666666667,38,30,14,3,22,2.727272727,1,3
20191026-H-HOU-A-NOP,1,3,112.6,111.9,109.5,0.612244898,0.288888889,0.9,45,27,7,4,19,1.5,1,2,109.3,112.7,0.56,0.36,0.8125,42,27,9,2,17,-1.5,2,1
20191026-H-MIL-A-MIA,0,5,109.8,104,109.6363636,0.6,0.314814815,0.771428571,47,22,8,4,18,-2.272727273,1,2,108.1,104.5,0.526315789,0.363636364,0.638888889,54,33,7,3,16,2.5,2,1
20191026-H-NYK-A-BOS,0,23,101.9,93.3,117.25,0.436363636,0.259259259,0.764705882,55,15,7,4,23,-9.583333333,1,1,115.8,93.15384615,0.519230769,0.365853659,0.655172414,46,24,14,9,12,8.846153846,0,4
20191026-H-PHO-A-LAC,1,8,104.9,123.9,115.7,0.604651163,0.395348837,0.794117647,49,32,9,3,16,4,1,1,116.3,125.9166667,0.527272727,0.34375,0.794871795,41,20,8,4,12,-3.333333333,1,1
20191026-H-SAS-A-WAS,1,2,101.6,122.1,120.1818182,0.5,0.357142857,0.823529412,53,29,6,7,9,0.909090909,1,2,120.1,122.6666667,0.508196721,0.470588235,0.705882353,41,30,3,8,12,-1.111111111,1,1
20191026-H-UTA-A-SAC,1,32,99.5,113.6,82.46153846,0.634146341,0.486486486,0.583333333,43,28,6,1,21,12.30769231,0,3,81.4,111.8461538,0.418181818,0.269230769,0.823529412,31,16,5,3,17,-12.30769231,0,3
20191027-H-DAL-A-POR,0,2,106.7,111.6,114.2222222,0.545454545,0.26,0.780487805,46,27,7,3,11,-1.111111111,1,1,113.4,112.8,0.553846154,0.409090909,0.846153846,48,13,6,4,16,1,0,3
20191027-H-LAL-A-CHO,1,19,99.5,120.6,102.8461538,0.612903226,0.35483871,0.785714286,47,30,7,8,13,7.307692308,3,2,101.5,120.5,0.446428571,0.285714286,0.913043478,45,19,7,4,14,-7.916666667,1,0
20191027-H-MEM-A-BRK,1,1,106.8,113.6,113.0909091,0.514285714,0.424242424,0.8,49,33,9,10,12,0.454545455,1,0,112.8,113.7,0.517857143,0.333333333,0.810810811,53,28,6,5,17,-0.5,1,1
20191027-H-MIN-A-MIA,1,7,103.9,111.7,105.1,0.565217391,0.288888889,0.757575758,46,24,12,1,16,3.5,2,2,105,113.4,0.551020408,0.416666667,0.666666667,41,25,7,9,21,-3.5,0,1
20191027-H-OKC-A-GSW,1,28,102.6,117,90.23076923,0.630434783,0.46875,0.772727273,50,24,8,5,23,10.76923077,0,3,89.7,117.5454545,0.423728814,0.151515152,0.870967742,39,17,13,2,14,-12.72727273,0,3
20191028-H-ATL-A-PHI,0,2,107.2,96.1,96.25,0.473684211,0.333333333,0.6875,45,23,12,3,21,-0.833333333,0,1,98,95.90909091,0.553191489,0.268292683,0.8,49,22,12,11,21,0.909090909,1,4
20191028-H-DET-A-IND,1,2,93.1,103.1,101.3,0.421052632,0.541666667,0.9,48,21,2,3,20,1,2,1,101,103.7777778,0.452054795,0.285714286,0.769230769,45,24,11,4,7,-1.111111111,2,1
20191028-H-HOU-A-OKC,1,4,101.8,114,112.7,0.630434783,0.227272727,0.848484848,40,21,6,6,14,1.5,1,2,110,112.1818182,0.474576271,0.371428571,0.708333333,52,22,7,3,13,-1.363636364,0,3
20191028-H-LAC-A-CHO,1,15,100.4,110.5,97.53846154,0.56,0.363636364,0.904761905,44,23,11,8,21,5.769230769,0,1,95.6,111.5,0.5,0.358974359,0.714285714,38,24,5,3,21,-7.5,2,0
20191028-H-MIL-A-CLE,1,17,104.9,122.9,108.5833333,0.574074074,0.447368421,0.666666667,50,29,9,7,12,7.083333333,1,2,106.7,119.7272727,0.540983607,0.307692308,0.833333333,48,19,2,3,11,-7.727272727,2,1
20191028-H-NOP-A-GSW,0,11,112.1,109.7,120,0.589285714,0.319148936,0.545454545,41,36,13,7,15,-5.5,1,1,119.5,110.1818182,0.536231884,0.4,0.75,61,37,8,2,18,5,3,3
20191028-H-NYK-A-CHI,1,7,94.2,111.5,104.7,0.467741935,0.310344828,0.625,63,19,3,6,17,3.5,3,1,104.1,110.9,0.54,0.257142857,0.80952381,38,19,6,5,9,-3.5,1,0
20191028-H-PHO-A-UTA,0,1,102.5,92.7,94.2,0.434782609,0.382352941,0.695652174,40,23,7,3,16,-0.5,1,1,93.7,94.4,0.425,0.322580645,0.820512821,49,19,8,5,23,0.5,1,3
20191028-H-SAC-A-DEN,0,7,92,102.2,111.1111111,0.444444444,0.324324324,0.625,48,25,6,8,12,-3.888888889,1,3,109.8,102.9,0.419354839,0.277777778,0.904761905,54,19,8,5,10,3.5,0,3
20191028-H-SAS-A-POR,1,3,109.1,103.5,101.7,0.53968254,0.318181818,0.75,50,25,5,9,18,1.5,0,2,100.8,103.1111111,0.432835821,0.303030303,0.814814815,49,19,4,8,10,-1.666666667,0,3
20191028-H-TOR-A-ORL,1,9,104.5,99.5,92.5,0.5,0.256410256,0.933333333,52,19,9,2,16,4.5,1,5,90.9,100.1,0.44,0.307692308,0.833333333,47,22,9,6,16,-4.5,0,1
20191029-H-DEN-A-DAL,0,3,91.1,116.4,119.7,0.542372881,0.34375,0.692307692,50,24,6,1,10,-1.5,2,3,119.7,117.3,0.595744681,0.351351351,0.583333333,42,29,6,5,8,1.5,1,1
20191029-H-LAL-A-MEM,1,29,108.9,110.2,83.09090909,0.55,0.269230769,0.846153846,54,25,9,8,18,13.18181818,1,2,83.6,110.1538462,0.393442623,0.205882353,0.956521739,46,20,10,3,21,-11.15384615,1,0
20191029-H-MIA-A-ATL,1,15,102.1,109.6,94.1,0.476190476,0.419354839,0.733333333,49,19,11,6,26,7.5,1,2,95,109.1666667,0.545454545,0.282051282,0.666666667,33,28,14,7,20,-6.25,0,1
20191030-H-BOS-A-MIL,1,11,102.4,113.3,103.5833333,0.470588235,0.414634146,0.80952381,45,25,4,4,9,4.583333333,1,3,102.6,113.4,0.648648649,0.311111111,0.625,45,21,3,4,15,-5.5,1,2
20191030-H-BRK-A-IND,0,10,100.9,107.1,109.9166667,0.5,0.322580645,0.615384615,54,21,6,5,19,-4.166666667,0,1,117,108.7,0.485714286,0.423076923,0.85,41,25,9,2,9,5,1,1
20191030-H-CLE-A-CHI,1,6,95,123.2,117.7777778,0.574074074,0.416666667,0.806451613,47,25,3,7,17,3.333333333,2,1,116.9,123.2,0.490196078,0.358974359,0.826086957,32,25,6,5,6,-3,0,0
20191030-H-GSW-A-PHO,0,11,105.6,104.2,113.6363636,0.518518519,0.285714286,0.833333333,43,24,8,6,18,-5,0,3,114.6,106,0.483333333,0.416666667,0.857142857,45,33,12,4,16,4.583333333,1,1
20191030-H-OKC-A-POR,0,3,103.1,96,99.22222222,0.50877193,0.148148148,0.783783784,55,15,8,2,18,-1.666666667,2,2,98.9,96.5,0.333333333,0.485714286,0.708333333,49,19,9,8,17,1.5,2,3
20191030-H-ORL-A-NYK,1,12,86.8,109.5,94.8,0.446428571,0.375,0.75,52,24,5,6,7,6,2,1,95.7,110.4,0.470588235,0.225806452,0.7,44,19,1,10,11,-6,2,1
20191030-H-PHI-A-MIN,1,22,106.2,110.1,87.75,0.507462687,0.36,0.785714286,56,24,14,6,22,9.166666667,1,4,89.4,110.5454545,0.47826087,0.285714286,0.75,34,12,13,6,21,-10,0,2
20191030-H-SAC-A-CHO,0,7,101.4,109.4,116.7,0.6,0.304347826,0.75,39,26,11,5,15,-3.5,1,3,116.3,108.1111111,0.576923077,0.5,0.714285714,46,30,8,3,20,3.888888889,1,0
20191030-H-TOR-A-DET,1,12,102.8,121.6,109.9090909,0.644067797,0.481481481,0.833333333,34,30,12,2,14,5.454545455,1,5,110,121.7272727,0.465517241,0.466666667,0.739130435,42,30,5,1,20,-5.454545455,2,1
20191030-H-UTA-A-LAC,1,14,97.8,112.5,100.3846154,0.589285714,0.458333333,0.6875,36,23,12,5,14,5.384615385,0,3,98.1,112.7692308,0.525423729,0.347826087,0.833333333,36,19,3,4,19,-5.384615385,0,0
20191030-H-WAS-A-HOU,0,1,109.7,144.1,145.1111111,0.672727273,0.555555556,0.827586207,40,31,6,4,19,-0.555555556,2,1,145,143.8181818,0.653061224,0.425925926,0.787878788,44,34,10,5,13,0.454545455,2,2
20191031-H-ATL-A-MIA,0,9,95.3,101.8,112.5454545,0.537037037,0.205882353,0.692307692,50,20,5,5,16,-4.090909091,1,1,111.2,102.3333333,0.553191489,0.378378378,0.631578947,41,29,12,9,13,5,0,2
20191031-H-LAC-A-SAS,1,6,100.6,102.4,96.6,0.523076923,0.192307692,0.740740741,47,16,9,1,11,3,1,1,96.4,102.4545455,0.491525424,0.333333333,0.666666667,49,15,6,5,19,-2.727272727,0,2
20191031-H-NOP-A-DEN,1,15,102.8,118.7,104.7272727,0.590909091,0.454545455,0.78125,37,30,7,4,15,6.818181818,0,2,104.1,119.4615385,0.571428571,0.269230769,0.875,35,24,5,3,14,-5.769230769,0,3
20191101-H-BOS-A-NYK,1,2,96.9,107.4,106,0.55,0.323529412,0.931034483,44,21,7,4,14,1,0,3,105.3,107.625,0.418181818,0.368421053,0.666666667,51,22,9,4,13,-1.25,0,1
20191101-H-BRK-A-HOU,1,7,108.2,113.7,108.1,0.433962264,0.59375,0.714285714,55,26,8,7,20,3.5,2,1,107.2,114.1111111,0.568627451,0.25,0.814814815,40,21,13,4,12,-3.888888889,0,2
20191101-H-CHI-A-DET,1,6,101,110.9,106.2,0.469387755,0.4,0.782608696,42,29,6,1,17,3,1,0,104.9,110.5,0.625,0.206896552,0.75,47,21,11,8,16,-3,1,1
20191101-H-DAL-A-LAL,0,9,99.5,100.2,109,0.393939394,0.388888889,0.695652174,61,23,5,1,22,-4.090909091,1,1,108.4,103.9090909,0.59375,0.28125,0.761904762,41,24,11,7,11,4.090909091,1,2
20191101-H-GSW-A-SAS,0,17,97,113.4,129.5454545,0.464285714,0.464285714,0.904761905,39,25,4,2,11,-7.272727273,0,2,130.9,114.2307692,0.534482759,0.371428571,0.866666667,52,23,4,2,11,6.153846154,1,2
20191101-H-IND-A-CLE,1,7,106.2,96.1,87.72727273,0.492753623,0.185185185,0.904761905,58,20,8,10,13,3.181818182,3,1,89.5,97.88888889,0.381818182,0.34375,0.8,45,20,9,1,16,-3.888888889,1,1
20191101-H-ORL-A-MIL,0,32,101.5,89.6,122.4615385,0.407407407,0.324324324,0.647058824,40,21,8,3,16,-12.30769231,0,1,121.1,89.61538462,0.652173913,0.361702128,0.666666667,58,24,11,4,13,12.30769231,1,2
20191101-H-SAC-A-UTA,1,1,93.9,108.6,108.2222222,0.6,0.275862069,0.705882353,38,15,8,3,16,0.555555556,0,3,107.5,109.3333333,0.533333333,0.392857143,0.740740741,36,18,12,5,17,-0.555555556,1,3
20191102-H-DET-A-BRK,1,4,103.3,109.4,107.2222222,0.515625,0.296296296,0.793103448,41,21,8,7,8,2.222222222,1,1,105.5,109.7777778,0.540983607,0.3125,0.764705882,48,24,4,4,14,-2.222222222,2,1
20191102-H-GSW-A-CHO,0,6,91.9,94.7,100.6666667,0.510204082,0.321428571,0.769230769,40,23,5,5,18,-3.333333333,0,0,101.2,93.9,0.553571429,0.172413793,0.695652174,48,18,6,1,12,3,0,0
20191102-H-MEM-A-PHO,0,9,102.5,102.4,108.9166667,0.568965517,0.321428571,0.631578947,46,26,9,8,20,-3.75,1,0,111.2,103.5,0.555555556,0.411764706,0.75,32,26,9,2,17,4.5,0,1
20191102-H-MIL-A-TOR,1,10,98.9,116.3,106.6363636,0.549019608,0.342105263,0.8,51,30,4,7,11,4.545454545,1,2,106.2,116.8,0.395833333,0.416666667,0.88,42,24,5,6,13,-5,1,5
20191102-H-OKC-A-NOP,1,11,101.3,113.6,103.1818182,0.490566038,0.405405405,0.782608696,44,20,8,11,12,5,0,2,102.7,114.1818182,0.467741935,0.34375,0.590909091,56,25,7,5,16,-5,2,2
20191102-H-ORL-A-DEN,0,4,93.6,92.9,96.7,0.543859649,0.206896552,0.636363636,47,22,8,7,15,-2,0,1,97.2,93.09090909,0.4,0.321428571,0.717948718,41,15,8,3,13,1.818181818,0,3
20191102-H-POR-A-PHI,0,1,104.3,122.7,123.8888889,0.590909091,0.558823529,0.76,36,21,7,4,18,-0.555555556,1,2,123.7,122.2,0.581081081,0.333333333,0.833333333,46,36,11,8,11,0.5,1,3
20191102-H-WAS-A-MIN,0,22,115.5,94.4,113.1818182,0.416666667,0.342857143,0.851851852,39,21,11,4,17,-10,0,1,113.4,94.90909091,0.618181818,0.435897436,0.705882353,47,33,9,10,21,10,1,1
20191103-H-CLE-A-DAL,0,20,99.5,111.6,133.5454545,0.4375,0.375,0.681818182,41,24,9,4,9,-9.090909091,1,1,131.7,111.9090909,0.566037736,0.487804878,0.846153846,51,34,5,6,13,9.090909091,1,1
20191103-H-IND-A-CHI,1,13,103.2,104.6,91.5,0.542372881,0.307692308,0.740740741,49,28,6,10,16,6.5,1,1,92,102.6363636,0.490909091,0.310344828,0.56,42,27,8,2,18,-5.909090909,1,0
20191103-H-LAC-A-UTA,1,11,94.9,110.6,99.63636364,0.483333333,0.21875,0.764705882,54,15,7,6,9,5,0,1,99,112.7777778,0.446808511,0.322580645,0.709677419,37,16,4,6,14,-6.111111111,1,3
20191103-H-MIA-A-HOU,1,29,107.9,119.5,91.5,0.604166667,0.43902439,0.772727273,46,38,14,7,15,14.5,0,2,92.6,119.75,0.548387097,0.291666667,0.774193548,38,19,6,5,22,-12.08333333,0,2
20191103-H-NYK-A-SAC,0,21,96.4,95.4,118.3636364,0.489795918,0.258064516,0.64516129,38,18,6,5,13,-9.545454545,0,1,117.2,92,0.565217391,0.384615385,0.64,50,25,7,5,14,8.076923077,1,3
20191103-H-SAS-A-LAL,0,7,103.9,92.4,99.45454545,0.465517241,0.24,0.827586207,47,23,11,4,17,-3.181818182,2,2,99.1,93.36363636,0.571428571,0.25,0.684210526,46,21,8,10,18,3.181818182,3,2
20191104-H-BRK-A-NOP,1,10,113.5,119,109.2222222,0.647058824,0.390243902,0.75,45,32,13,3,23,5.555555556,2,1,110.2,119.5,0.538461538,0.40625,0.761904762,39,18,16,5,21,-4.166666667,0,2
20191104-H-GSW-A-POR,1,9,99.2,128,118.2222222,0.533333333,0.384615385,0.916666667,47,28,4,4,10,5,1,0,118.9,125.9,0.523076923,0.325,0.785714286,44,16,5,6,6,-4.5,1,3
20191104-H-MEM-A-HOU,0,7,103.6,96.5,103.9,0.536231884,0.12,0.80952381,51,19,13,7,14,-3,1,0,103.2,97.9,0.418604651,0.34,0.689655172,51,20,6,5,18,3,2,1
20191104-H-MIN-A-MIL,0,28,111,95.5,120.7272727,0.4,0.302325581,0.863636364,47,20,12,4,15,-12.72727273,0,1,120.7,96.46153846,0.666666667,0.358974359,0.666666667,57,24,8,6,17,10.76923077,1,2
20191104-H-PHO-A-PHI,1,5,103.9,109.7,104.1,0.612244898,0.392857143,0.777777778,40,24,6,5,19,2.5,1,1,104.9,111.9,0.483333333,0.448275862,0.6,38,21,11,2,20,-2.5,1,3
20191104-H-WAS-A-DET,1,16,95.7,120.2,104.5,0.546875,0.275862069,0.84,41,27,9,7,11,6.666666667,1,1,103.5,122.5454545,0.381818182,0.481481481,0.782608696,42,21,4,9,19,-7.272727273,1,1
20191105-H-ATL-A-SAS,1,8,102.8,105.1,97.09090909,0.533333333,0.366666667,0.6875,48,22,9,5,18,3.636363636,1,0,97.3,106.1818182,0.517241379,0.242424242,0.695652174,41,18,9,8,15,-3.636363636,0,2
20191105-H-CHI-A-LAL,0,6,103.4,108.3,113.25,0.547169811,0.4375,0.52173913,42,22,11,4,16,-2.5,1,0,114.1,109.5454545,0.576271186,0.333333333,0.708333333,49,26,10,10,15,2.727272727,1,2
20191105-H-CHO-A-IND,1,2,96.2,114.9,113.7,0.561403509,0.322580645,0.666666667,37,22,7,4,13,1,0,0,113,114.6,0.609375,0.4,0.857142857,43,27,5,7,18,-1,0,1
20191105-H-CLE-A-BOS,0,6,100.5,112.5,119,0.435483871,0.393939394,0.909090909,43,22,3,6,9,-3,1,1,118.4,113.6363636,0.654545455,0.4,0.733333333,45,24,5,12,14,2.727272727,0,3
20191105-H-DEN-A-MIA,1,20,98.6,110.5,92.46153846,0.571428571,0.391304348,0.625,47,35,10,3,19,7.692307692,1,3,90.2,107.0833333,0.389830508,0.310344828,0.64,44,23,12,5,13,-8.333333333,0,2
20191105-H-OKC-A-ORL,1,8,92.4,110.4,102.9,0.471698113,0.363636364,0.8,38,21,9,5,9,4,1,3,101.7,109.8888889,0.483333333,0.136363636,0.870967742,53,15,5,8,14,-4.444444444,2,1
20191106-H-ATL-A-CHI,0,20,103.9,89.5,108.3333333,0.545454545,0.2,0.771428571,41,18,7,3,24,-8.333333333,0,0,108.8,88.69230769,0.571428571,0.393939394,0.666666667,43,26,11,9,17,7.692307692,0,0
20191106-H-DAL-A-ORL,1,1,99.1,108,105.5,0.471698113,0.35483871,0.8,43,20,4,1,17,0.416666667,0,1,107,108.4,0.589285714,0.25,0.785714286,44,25,14,10,18,-0.5,2,1
20191106-H-DET-A-NYK,1,20,95.7,127.5,107,0.591836735,0.5,0.791666667,43,37,7,1,16,9.090909091,1,1,106.6,129.4166667,0.509090909,0.44,0.619047619,30,24,9,4,13,-8.333333333,0,1
20191106-H-HOU-A-GSW,1,17,101.6,127,114.2,0.519230769,0.466666667,0.631578947,50,31,7,9,12,8.5,3,2,110.2,125.6666667,0.396825397,0.393939394,0.821428571,51,22,7,1,10,-9.444444444,1,0
20191106-H-IND-A-WAS,1,15,100.5,120.4,106.7,0.5,0.4,0.807692308,48,35,8,3,13,7.5,2,1,105.4,119,0.436363636,0.325,1,48,24,3,3,16,-6.818181818,1,1
20191106-H-LAC-A-MIL,0,5,113.3,109.4,114.5,0.417910448,0.419354839,0.805555556,54,21,4,3,19,-2.5,3,0,113.8,110.9090909,0.489795918,0.367346939,0.794117647,54,18,7,11,15,2.272727273,2,2
20191106-H-MEM-A-MIN,1,16,106.9,128.2,113.2727273,0.584615385,0.52173913,0.833333333,49,34,4,3,17,7.272727273,1,0,113.2,127.3636364,0.529411765,0.355555556,0.730769231,36,29,9,7,11,-7.272727273,1,2
20191106-H-TOR-A-SAC,1,4,102.1,121.4,117.6,0.591836735,0.482758621,0.827586207,37,28,10,4,14,2,1,5,117.5,120.5,0.431372549,0.454545455,0.761904762,43,23,8,7,14,-2,1,3
20191106-H-UTA-A-PHI,1,2,98.2,108,106.4444444,0.492537313,0.363636364,0.666666667,50,21,9,4,13,1.111111111,1,3,105.9,108.7,0.454545455,0.32,0.882352941,42,20,9,3,14,-1,1,4
20191107-H-CHO-A-BOS,0,21,103.1,84.4,105.4166667,0.490909091,0.193548387,0.714285714,49,21,7,9,20,-8.75,1,0,104.8,83.84615385,0.5,0.303030303,0.782608696,52,29,13,5,12,8.076923077,1,4
20191107-H-LAC-A-POR,1,6,103.6,103.3,97.7,0.53030303,0.173913043,0.833333333,57,20,6,12,17,3,2,1,97.5,103.3333333,0.430769231,0.282051282,0.75,51,18,7,4,13,-3.333333333,1,3
20191107-H-PHO-A-MIA,0,16,99.2,108.9,125.8333333,0.5,0.34375,0.741935484,40,22,4,3,14,-6.666666667,1,1,125,110.2727273,0.555555556,0.535714286,0.791666667,41,22,9,5,13,7.272727273,1,2
20191107-H-SAS-A-OKC,1,9,97.8,123.7,115.3076923,0.567567568,0.45,0.909090909,47,32,5,3,13,3.461538462,1,2,114.5,124.5,0.542372881,0.476190476,0.75,31,26,7,2,13,-4.5,0,3
20191108-H-ATL-A-SAC,0,12,90.2,120.8,135.5454545,0.627118644,0.321428571,0.571428571,34,23,8,6,12,-5.454545455,1,0,134.1,120.6,0.533333333,0.580645161,0.863636364,36,27,7,7,14,6,0,3
20191108-H-DAL-A-NYK,0,4,100.3,101.7,107,0.5,0.318181818,0.823529412,47,18,4,6,13,-1.818181818,1,1,105.6,102.3333333,0.37704918,0.5,0.580645161,56,19,9,3,12,2.222222222,1,1
20191108-H-DEN-A-PHI,1,3,96.5,103.6,100.8181818,0.461538462,0.409090909,0.764705882,41,28,10,11,10,1.363636364,2,3,100.5,104.5,0.416666667,0.5,0.470588235,49,28,8,8,17,-1.5,2,3
20191108-H-IND-A-DET,1,6,95.5,117.2,111.7777778,0.573529412,0.266666667,0.88,44,23,6,8,12,3.333333333,1,1,111,116,0.490566038,0.393939394,0.833333333,40,27,6,4,15,-3.333333333,1,1
